Year,Month,SPEI1,Rainfall,Tmin,Tmax,Tmean,PET,SOI,PDO,SAM,IOD_2,Nino 3 anomaly,Nino 3.4 anomaly,Nino 4 anomaly
1921,5,0.114694776,2.019354839,9.587096774,19.85806452,14.722580647,54.66698371,-0.01,-0.42,-3.508,0.038,-0.9,-0.92,-0.76
1921,6,0.419678171,2.68,5.58,15.37333333,10.476666665,38.16418054,4.07,0.4,-1.749,-0.1,-0.16,-0.21,-0.62
1921,7,-0.975881841,1.119354839,4.267741935,15.68387097,9.9758064525,45.60350183,0.29,-0.58,0.192,-0.344,-0.25,-0.27,-0.46
1921,8,0.508515236,1.135483871,4.748387097,15.37096774,10.0596774185,57.92423914,-0.88,-0.69,-1.055,-0.819,-0.6,-0.29,-0.17
1921,9,0.683557761,2.363333333,7.663333333,19.1,13.3816666665,86.89539811,0.46,-0.78,0.471,-0.442,-0.38,-0.17,-0.42
1921,10,0.690518459,1.138709677,8.741935484,21.77419355,15.258064517,127.9035956,0.97,-0.23,-3.513,-0.314,-0.02,0.04,-0.21
1921,11,-0.229184445,0.413333333,13.88,28.26333333,21.071666665,174.8426564,0.76,1.92,-1.475,-0.361,-0.89,-1.03,-0.69
1921,12,0.193706511,0.303225806,14.39032258,29.7,22.04516129,201.530765,0.81,1.42,-1.102,-0.313,-0.79,-0.5,-0.16
1922,1,1.086235812,0.196774194,15.05806452,29.66774194,22.36290323,193.7687144,0.78,1.05,-2.499,-0.317,-0.72,-0.54,-0.47
1922,2,-0.424892231,0.282142857,17.72142857,33.19642857,25.45892857,175.6507957,0.77,-0.85,-1.919,-0.116,-0.08,-0.07,0.04
1922,3,-0.968986243,0,11.80645161,29.17096774,20.488709675,148.6561021,0.48,0.08,-3.661,0.179,-0.13,0.08,0.04
1922,4,-0.498404248,0.573333333,10.19666667,24.04333333,17.12,88.07727001,-0.69,0.43,-2.434,-0.314,-0.49,-0.54,-0.4
1922,5,-0.169217229,0.903225806,7.7,19.01935484,13.35967742,54.98423921,-0.76,-0.19,-1.506,-0.296,-0.13,0.22,0.01
1922,6,-0.552965122,0.82,4.52,15.43666667,9.978333335,39.58345249,0.45,-1.04,0.457,0.046,-0.63,-0.44,-0.46
1922,7,-0.32823501,0.84516129,4.319354839,14.73870968,9.5290322595,42.866374,0.23,-0.82,0.02,-0.452,-0.79,-0.44,-0.11
1922,8,-0.239524627,0.435483871,3.593548387,15.67741935,9.6354838685,60.83939681,-0.28,-0.93,-1.097,-0.302,-1.19,-0.78,-0.42
1922,9,-0.160891921,0.753333333,6.483333333,19.53333333,13.0083333315,91.71094772,0.46,-0.81,0.85,-0.405,-0.76,-0.38,-0.42
1922,10,-0.37841412,1.2,9.477419355,24.08387097,16.7806451625,141.6449021,0.55,0.84,-1.902,-0.369,-0.39,-0.26,-0.48
1922,11,-1.10669701,0,11.56333333,29.05333333,20.30833333,189.0163278,0.76,-0.6,-0.734,-0.424,-0.79,-0.31,-0.29
1922,12,0.278656905,0.74516129,15.34193548,30.05483871,22.698387095,200.802752,1.21,0.48,-2.844,-0.235,-0.74,-0.53,-0.66
1923,1,0.564695609,0.1,14.92580645,30.41290323,22.66935484,201.0247509,0.56,0.75,-4.94,-0.139,-0.47,-0.41,-0.36
1923,2,-1.183146498,0,15.15357143,33.57142857,24.3625,186.7690622,0.34,-0.04,-3.385,-0.334,-0.74,-0.76,-0.33
1923,3,-1.071384133,0,12.85483871,29.80967742,21.332258065,150.1282449,0.84,0.49,-3.763,-0.182,-1.06,-0.85,-0.23
1923,4,-1.973073237,0,8.216666667,26.52333333,17.3699999985,101.9985497,0.81,0.99,-1.862,-0.163,-0.55,-0.55,-0.03
1923,5,0.05121405,1.090322581,9.14516129,19.45483871,14.3,54.05825231,-0.01,-0.2,-4.29,-0.232,-0.27,-0.25,-0.2
1923,6,2.025487145,3.81,7.296666667,14.12,10.7083333335,32.11682336,-0.17,0.68,-4.785,0.012,-0.04,-0.15,-0.28
1923,7,1.748540071,3.074193548,5.832258065,13.68709677,9.7596774175,37.53313553,-1.11,1.16,-3.381,-0.306,0.09,-0.2,-0.43
1923,8,0.761968891,0.548387097,5.074193548,15.06129032,10.067741934,56.18115264,-2.14,0.84,-3.036,0.112,0.07,0.2,-0.12
1923,9,1.317807227,1.236666667,7.016666667,17.58333333,12.2999999985,80.6275049,-1.46,-0.24,-2.24,0.347,0.55,0.64,0.11
1923,10,0.442318439,0.696774194,8.874193548,22.21612903,15.545161289,130.5382348,-0.72,1.1,-3.778,0.435,0.42,0.79,0.38
1923,11,0.775307288,0.39,9.643333333,24.69,17.1666666665,160.8639931,-1.41,0.62,-2.752,0.571,0.5,0.87,0.49
1923,12,0.275967271,2.680645161,15.45483871,30.31935484,22.887096775,202.7751981,0.13,-0.36,-0.369,-0.133,0.72,1.02,0.33
1924,1,1.300748868,0.677419355,14.61290323,29.17741935,21.89516129,191.2158318,-0.68,1.29,-2.62,-0.369,-0.03,0.46,0.11
1924,2,1.375987136,1.106896552,15.15862069,28.72758621,21.94310345,151.1103392,0.01,0.73,-3.874,-0.517,0.16,0.63,0.2
1924,3,0.761971037,0.977419355,13.89032258,27.09032258,20.49032258,129.615416,0.11,1.13,-2.591,-0.328,-0.04,0.39,0.25
1924,4,1.913963021,1.686666667,8.42,19.28,13.85,70.69775422,-1.95,-0.02,-1.765,-0.191,-0.34,-0.02,-0.07
1924,5,-0.361347148,0.522580645,5.658064516,18.31612903,11.987096773,55.58354721,1.19,0.36,-1.363,-0.335,-1.14,-0.85,-0.52
1924,6,1.296781745,1.453333333,5.063333333,13.34,9.2016666665,33.5027738,0.84,0.75,0.484,-0.333,-0.9,-0.67,-0.33
1924,7,-0.803119637,0.590322581,3.84516129,15.07096774,9.458064515,44.37883236,0.78,-0.55,0.248,-0.298,-1.03,-0.98,-0.55
1924,8,-0.021478488,2.112903226,5.54516129,16.64516129,11.09516129,61.41236865,0.88,-0.67,0.116,-0.305,-0.8,-0.78,-0.76
1924,9,1.064166683,0.736666667,8.07,18.41,13.24,82.24882511,0.74,-0.48,0.634,-0.546,-0.94,-0.86,-0.79
1924,10,0.449853404,0.990322581,10.03225806,22.75806452,16.39516129,130.7382924,0.63,-1.25,-3.049,-0.049,-0.4,-0.46,-0.72
1924,11,2.013820468,3.45,12.95666667,24.34666667,18.65166667,145.9028293,1.02,0.24,-1.968,-0.285,-0.96,-1.09,-1.09
1924,12,1.132070958,3.416129032,12.72903226,27.87096774,20.3,191.6454071,0.48,0.11,-0.888,-0.295,-0.82,-0.66,-0.48
1925,1,1.339381228,1.148387097,15.39032258,29.53548387,22.462903225,191.1381089,0.54,-0.05,-1.377,-0.252,-0.92,-1.03,-1.09
1925,2,1.341708175,2.114285714,15.28214286,28.99642857,22.139285715,152.6672645,1.22,-0.14,-3.726,0.052,-0.09,-0.47,-0.8
1925,3,-0.282187777,0.090322581,13.12580645,28.34516129,20.73548387,140.0682185,1.52,0.2,-3.145,0.093,-0.13,-0.53,-0.74
1925,4,-0.91619338,0.093333333,10.76666667,24.94333333,17.855,90.9964597,1.48,0.86,-0.218,0.557,-0.23,-0.52,-0.52
1925,5,1.339643546,2.780645161,8.806451613,17.74516129,13.2758064515,48.72975793,-0.3,0.79,-0.944,0.037,-0.22,-0.4,-0.45
1925,6,0.030386263,1.686666667,6.173333333,15.79333333,10.9833333315,38.50269103,-0.82,-1.08,-1.095,0.195,0.34,-0.18,-0.66
1925,7,1.242133113,0.919354839,4.035483871,12.69677419,8.3661290305,37.41992029,-1.31,-0.06,-1.475,-0.071,0.82,0.5,-0.04
1925,8,0.398508236,0.809677419,4.270967742,15.20967742,9.740322581,58.10604374,-1.24,-0.86,-1.613,0.072,0.86,0.68,0.12
1925,9,1.031850655,0.826666667,4.933333333,17.05333333,10.9933333315,82.60207857,-0.66,0.52,-3.428,0.495,0.83,0.77,0.21
1925,10,-0.498213699,0.383870968,9.283870968,24.13225806,16.708064514,142.5134116,-1.5,0.04,-3.332,0.263,0.83,0.85,0.3
1925,11,-0.096071685,0.4,12.70666667,27.5,20.103333335,172.899958,-0.97,0.88,-2.652,0.241,0.84,1,0.55
1925,12,-0.419839364,0,14.1483871,30.53225806,22.34032258,210.0254201,-0.89,1.19,-1.613,-0.083,1.51,1.6,0.76
1926,1,0.623067826,1.067741935,13.96451613,30.00967742,21.987096775,201.1650546,-0.62,0.3,-3.831,0.062,1.49,1.52,0.5
1926,2,-0.572136151,0,15.87857143,32.6,24.239285715,177.4398049,-1.56,0.98,-6.881,-0.279,1.08,1.29,0.76
1926,3,0.305959983,1.377419355,15.4,28.62258065,22.011290325,134.8792161,-1.65,-0.5,-2.732,0.059,1.16,1.19,0.69
1926,4,1.257835899,2.44,11,21.97666667,16.488333335,77.00139709,-0.75,2.1,-3.713,-0.172,1.07,1.01,0.41
1926,5,1.361945891,1.222580645,6.251612903,15.89677419,11.0741935465,47.03260575,-0.28,1.43,-3.16,-0.005,0.82,0.83,0.52
1926,6,0.601686014,0.84,5.123333333,14.19666667,9.6600000015,35.673558,-1.05,2.03,-0.869,0.26,0.54,0.61,0.35
1926,7,-1.003580007,0.758064516,4.283870968,15.60322581,9.943548389,45.35706298,-0.09,1.05,-2.744,-0.134,0.71,0.63,0.16
1926,8,0.765329792,2.061290323,5.319354839,15.56774194,10.4435483895,57.67880512,-0.92,1.64,-2.583,0.106,0.09,0.15,0.03
1926,9,-0.530535093,1.113333333,8.093333333,20.85333333,14.4733333315,94.99852927,0.12,1.18,-1,-0.299,-0.23,-0.07,-0.03
1926,10,0.116062256,1.367741935,9.370967742,23.11935484,16.245161291,135.2934485,0.24,1.65,-4.882,0.044,-0.23,-0.39,-0.38
1926,11,-0.270106953,0.11,11.63666667,27.32666667,19.48166667,175.1423822,0.07,1,-2.118,-0.367,-0.28,-0.27,-0.53
1926,12,0.256168511,0.770967742,14.97096774,29.91935484,22.44516129,201.1377484,0.59,1.06,-1.187,-0.352,-0.12,-0.23,-0.36
1927,1,-0.107212681,0.067741935,16.42903226,32.17741935,24.303225805,210.8976097,0.51,1.07,-1.556,-0.136,0.05,0.1,-0.12
1927,2,0.085366953,0.496428571,14.34285714,30.78571429,22.564285715,168.944846,0.01,1.73,-3.338,0.122,0.34,0.23,0.12
1927,3,0.525474502,0.074193548,12.84516129,26.84516129,19.84516129,131.2362606,1.84,0.15,-1.082,-0.102,-0.18,-0.18,-0.34
1927,4,0.067961341,0.01,8.826666667,22.37333333,15.5999999985,83.32583614,0.75,-0.18,-1.747,-0.323,-0.33,-0.27,-0.08
1927,5,0.433393376,0.951612903,6.164516129,17.39032258,11.7774193545,51.97607544,0.62,0.3,-0.072,-0.177,-0.61,-0.59,-0.52
1927,6,-0.326696209,0.62,3.35,14.55666667,8.953333335,38.62589797,0.91,0.69,0.057,-0.054,-0.26,-0.15,-0.27
1927,7,0.798588823,1.370967742,4.261290323,13.53225806,8.8967741915,39.49966427,0.17,-0.31,-1.965,-0.479,-0.45,-0.31,-0.26
1927,8,0.180261195,1.132258065,4.448387097,15.6483871,10.0483870985,59.45361881,-0.75,-0.73,-3.93,-0.499,-0.2,-0.09,-0.08
1927,9,-0.27803431,0.643333333,6.5,19.7,13.1,92.51095538,-0.07,-0.41,-1.372,-0.558,-0.01,-0.16,-0.28
1927,10,-0.159288233,1.461290323,10.94516129,24.32903226,17.637096775,138.9455045,-0.55,-0.62,-0.632,-0.442,0.13,0.27,-0.08
1927,11,-0.841315374,0.346666667,14.32666667,29.62333333,21.975,184.4985899,-0.91,-0.07,-0.205,-0.164,-0.08,-0.04,-0.25
1927,12,0.07195688,0.129032258,15.45483871,30.3483871,22.901612905,203.0455399,0.75,0.07,-0.412,-0.308,-0.04,0.25,0.14
1928,1,1.88701883,1.5,15.98709677,29.01612903,22.5016129,183.6186342,-1.22,0.96,-1.696,-0.312,0.14,0.47,0.25
1928,2,1.196377304,2.831034483,17.32413793,30.42068966,23.872413795,155.6632781,0.95,0.79,-1.561,-0.28,0.03,0.21,0.24
1928,3,0.376175478,1.687096774,15.46451613,28.59032258,22.027419355,134.439173,1.38,0.52,-1.357,-0.177,-0.2,-0.24,0.01
1928,4,0.581783661,0.943333333,11.81333333,23.16333333,17.48833333,80.5834894,1.44,0.81,-1.29,-0.238,-0.34,-0.22,0.03
1928,5,0.50050929,1.064516129,6.283870968,17.37096774,11.827419354,51.74128067,-0.09,0.66,0.482,-0.188,-0.28,-0.04,0.04
1928,6,0.305890193,1.143333333,4.223333333,14.29,9.2566666665,37.02368109,-1.15,0.15,-3.036,-0.352,-0.53,-0.26,-0.09
1928,7,-0.27725373,0.84516129,3.909677419,14.49354839,9.2016129045,42.68586204,-0.02,0.3,-0.884,-0.543,-0.25,0.02,-0.24
1928,8,-1.436687049,0.312903226,4.641935484,18.18709677,11.414516127,68.58987698,0.8,-0.72,-0.668,-0.779,-0.39,-0.28,-0.16
1928,9,-1.071334801,0.486666667,8.796666667,21.94333333,15.3699999985,99.10624424,0.74,-1.41,-2.519,-0.764,-0.21,-0.13,-0.28
1928,10,0.997397446,1.235483871,8.706451613,21.21290323,14.9596774215,124.1658498,0.77,-1.31,-4.112,-0.573,-0.27,-0.12,-0.26
1928,11,-0.649164945,0.033333333,12,28.20333333,20.101666665,180.944319,0.21,0.14,-2.082,-0.083,-0.42,-0.17,-0.16
1928,12,-0.659560655,0.041935484,15.43548387,31.5,23.467741935,213.8096363,1.2,0.98,-1.656,-0.303,-0.2,-0.03,-0.39
1929,1,0.048597211,0.112903226,15.21935484,31.38064516,23.3,208.5537885,1.74,0.97,-3.449,-0.219,-0.33,-0.15,-0.43
1929,2,-0.297367815,0.546428571,18.82142857,33.53928571,26.18035714,174.156656,1.69,0.52,-2.528,-0.282,-0.08,-0.08,-0.18
1929,3,0.637733065,1.419354839,13.01935484,26.9483871,19.98387097,131.3855455,0.41,0.5,-2.18,-0.138,-0.12,-0.15,-0.15
1929,4,1.415913754,2.83,10.15,21.35333333,15.751666665,76.12104095,0.58,0.55,-3.07,-0.147,0.09,-0.15,-0.16
1929,5,-0.150014791,0.403225806,6.793548387,18.42258065,12.6080645185,54.38698648,-1.2,1.07,-0.226,-0.281,-0.02,-0.17,-0.28
1929,6,-0.225356448,0.483333333,4.31,14.77666667,9.543333335,38.15207073,0.06,0.5,-1.157,-0.133,0.14,0.13,-0.01
1929,7,0.122240331,0.203225806,2.596774194,13.2,7.898387097,40.66276934,0.21,-0.06,-1.005,-0.292,-0.13,-0.02,0.04
1929,8,0.096065028,1,4.096774194,15.57419355,9.835483872,59.72531293,-0.17,-0.69,-2.971,-0.375,0.05,0.1,-0.08
1929,9,-0.377274908,0.653333333,5.173333333,19.35666667,12.2650000015,93.30353195,-0.07,0.45,-0.654,-0.199,0.39,0.3,-0.06
1929,10,0.482103813,2.022580645,9.661290323,22.68064516,16.1709677415,131.3705886,0.8,-0.21,-0.366,-0.196,0.26,0.4,0.05
1929,11,1.03687874,0.67,11.76,25.17333333,18.466666665,157.5289799,0.95,1.24,-3.523,-0.158,0.12,0.18,0.06
1929,12,2.175763119,1.587096774,14.43548387,26.70645161,20.57096774,173.7500363,0.53,-0.03,-4.483,0.045,0.4,0.63,0.42
1930,1,0.232276483,0,16.7,31.74193548,24.22096774,205.7103563,1.31,0.97,-0.878,-0.357,-0.03,0.35,0.39
1930,2,-0.593158169,0.053571429,20.6,34.9,27.75,177.7933176,0.68,-1.06,0.187,-0.434,-0.05,0.39,0.52
1930,3,-0.004866514,0.761290323,16.15806452,29.40645161,22.782258065,137.6253321,0.04,-0.43,-0.524,-0.22,0.02,0.29,0.44
1930,4,-0.145983007,0.53,10.42666667,23.54333333,16.985,85.39269889,-0.33,-0.7,-1.687,-0.17,0.3,0.41,0.4
1930,5,0.140359256,1.764516129,7.470967742,18.7,13.085483871,54.28252043,0.47,0.06,-0.676,-0.365,-0.12,-0.04,-0.09
1930,6,-1.073529131,0.27,4.59,15.96666667,10.278333335,40.84522599,-0.84,0.58,-1.395,-0.024,0.23,0.27,0.07
1930,7,0.382735046,0.958064516,5.841935484,14.67741935,10.259677417,40.52937666,-0.4,-0.45,-4.084,-0.308,0.77,0.64,0.22
1930,8,0.733883451,1.548387097,5.664516129,15.63548387,10.6499999995,57.30864791,-0.39,-0.53,-2.393,-0.218,0.93,0.68,0.07
1930,9,-0.179586299,0.44,6.016666667,19.31333333,12.6649999985,91.54197842,-0.72,-0.2,-3.622,-0.696,1.32,1.28,0.46
1930,10,-0.000835085,1.935483871,10.9516129,24.10967742,17.53064516,137.3545558,0.46,-0.38,-3.707,-0.258,1.39,1.14,0.42
1930,11,-0.135968608,0.616666667,12.51333333,27.51333333,20.01333333,173.6900956,0.3,-0.31,-2.426,0.236,1.81,1.79,0.8
1930,12,1.330574859,5.412903226,16.00967742,29.31290323,22.661290325,190.7659915,-0.27,1.2,-0.876,-0.044,1.56,1.41,0.51
1931,1,2.083395415,0.319354839,14.6,27.88064516,21.24032258,179.581349,0.63,0.08,-2.602,0.008,1.58,1.49,0.64
1931,2,0.131882767,0.1,14.48928571,30.70714286,22.598214285,167.9259979,-1.61,1.56,-2.914,-0.254,1.19,1.33,0.97
1931,3,0.59584601,1.606451613,13.51612903,27.27741935,20.39677419,132.0191503,0.44,1.13,-2.419,-0.448,1.16,1.18,0.43
1931,4,1.169806995,2.1,9.143333333,21.14333333,15.1433333315,77.35264257,1.1,1.28,-1.797,-0.449,0.88,0.96,0.43
1931,5,1.64685257,2.738709677,8.603225806,17.0516129,12.827419353,46.69084539,1.66,1.66,0.618,-0.178,0.35,0.63,0.46
1931,6,2.150122004,3.463333333,6.393333333,13.18666667,9.7900000015,31.01384585,2.23,0.39,0.999,-0.166,0.14,0.48,0.48
1931,7,1.401070497,0.890322581,5.75483871,13.39677419,9.57580645,36.77398431,0.98,1.49,-1.486,-0.316,0.29,0.4,0.3
1931,8,0.884578745,0.593548387,5.24516129,15.00967742,10.127419355,55.6705364,-0.5,0.02,-1.073,-0.39,-0.17,0.15,0.23
1931,9,0.874660511,1.456666667,6.85,18.26,12.555,84.49300973,0.35,-0.01,-2.781,-0.904,-0.5,-0.42,-0.39
1931,10,0.292028018,1.061290323,7.996774194,22.18387097,15.090322582,132.7731912,-1,-0.17,-0.588,-0.437,-0.08,-0.22,-0.36
1931,11,0.33302601,0.683333333,11.61333333,26.31666667,18.965,167.1964043,-0.37,0.34,-1.016,-0.061,-0.47,-0.27,-0.13
1931,12,-0.887126909,0.703225806,15.04193548,31.81612903,23.429032255,218.2763637,0.81,1.09,-1.878,-0.742,-0.39,-0.28,-0.35
1932,1,-1.183930969,0.090322581,17.1516129,34.68387097,25.917741935,231.0547468,0.21,-0.26,-3.471,-0.36,-0.24,-0.42,-0.47
1932,2,1.427134205,1.44137931,14.17241379,28.1862069,21.179310345,150.6159743,-0.36,-0.58,-4.118,-0.5,-0.02,-0.19,-0.28
1932,3,0.572011445,1.467741935,13.56774194,27.31935484,20.44354839,132.1343302,-0.72,0.51,-2.19,-0.338,0.33,0.25,0.07
1932,4,1.491479751,1.92,10.55333333,21.22333333,15.88833333,74.58967701,-2.76,1.15,-4.342,-0.05,0.26,0.25,-0.13
1932,5,-0.849412641,0.483870968,7.232258065,19.77419355,13.5032258075,58.14412046,0.09,0.64,-0.807,-0.298,0.45,0.28,-0.07
1932,6,0.881495257,1.363333333,4.543333333,13.70333333,9.1233333315,35.14301566,-0.26,0.1,-2.955,-0.282,0.43,0.19,-0.18
1932,7,0.705720728,1.867741935,3.5,13.46774194,8.48387097,40.32364666,-1.52,-0.12,-2.526,-0.149,0.08,-0.11,-0.51
1932,8,0.642360164,2.012903226,4.893548387,15.50645161,10.1999999985,58.18946567,-0.9,-0.14,-1.448,-0.376,0.17,0.09,-0.19
1932,9,0.438203541,1.38,8.053333333,19.45333333,13.7533333315,87.79006935,-0.86,-0.4,1.635,-0.297,-0.04,0.02,-0.22
1932,10,0.894810165,0.558064516,6.948387097,20.56129032,13.7548387085,124.7776604,-0.69,-0.29,0.19,-0.569,-0.08,0.02,-0.14
1932,11,-0.423668662,0.396666667,11.7,27.68,19.69,177.7412743,-0.61,-0.88,0.436,-0.191,-0.24,-0.04,-0.17
1932,12,0.655920344,0.993548387,13.17096774,28.53870968,20.85483871,195.8806963,0.25,0.02,-2.363,0.037,-0.43,-0.41,-0.44
1933,1,1.050328167,1.064516129,13.41290323,29.08709677,21.25,195.1425099,-1.22,0.29,-4.175,-0.124,-0.28,-0.21,-0.16
1933,2,-0.15417027,0,14.07857143,31.05357143,22.56607143,171.6644671,0.34,0.02,-3.558,-0.012,-0.05,-0.08,-0.2
1933,3,-0.238020052,0.490322581,13.42903226,28.46129032,20.94516129,139.9620361,-0.35,0.15,-3.522,0.139,-0.17,-0.2,-0.21
1933,4,-0.272545466,0.333333333,9.32,23.22666667,16.273333335,86.1277567,0.47,-0.05,-1.639,0.253,-0.04,0.01,-0.18
1933,5,0.016439123,1.106451613,6.319354839,18.17096774,12.2451612895,54.24974473,0.74,-0.5,-1.509,-0.264,-0.51,-0.4,-0.51
1933,6,-0.523681975,1.18,5.666666667,16.05666667,10.8616666685,39.84480225,-0.68,-0.68,-0.377,-0.193,-0.74,-0.86,-0.87
1933,7,-0.429891289,0.480645161,4.703225806,14.91290323,9.808064518,42.86610788,0.38,-1.81,0.725,-0.372,-0.69,-0.66,-0.63
1933,8,-0.141977657,1.15483871,2.909677419,15.48064516,9.1951612895,61.05757035,-0.23,-1.56,-1.642,-0.518,-0.86,-0.94,-0.85
1933,9,0.841361322,1.503333333,7.053333333,18.41333333,12.7333333315,84.80297841,0.17,-2.28,-0.432,-1.461,-0.7,-0.77,-0.97
1933,10,-0.431841233,0.583870968,10.82258065,24.67096774,17.746774195,141.773574,0.17,-1.19,-2.302,-0.826,-0.97,-1.1,-1.23
1933,11,0.266356465,1.643333333,13.38666667,27.34,20.363333335,169.0712435,0.53,0.55,0.113,-0.481,-1.02,-1.06,-0.92
1933,12,1.954862109,3.012903226,14.61290323,27.33548387,20.97419355,178.7776088,0.81,-1.1,0.307,-0.402,-1.14,-1.21,-1.14
1934,1,0.146951172,1.15483871,16.2,31.77096774,23.98548387,208.1236739,0.62,0.17,-0.14,-0.545,-0.65,-0.93,-1.14
1934,2,1.032283682,2.635714286,16.59285714,30.34285714,23.46785714,157.9509715,-0.06,0.68,-0.616,-0.171,-0.69,-0.87,-0.9
1934,3,-0.356946492,0.370967742,16.97096774,30.33870968,23.65483871,141.2163309,-0.12,1.34,0.343,-0.065,-0.67,-0.95,-1.06
1934,4,1.110420436,1.066666667,10.34666667,21.59666667,15.97166667,76.77958255,0.64,1.63,1.1,-0.058,-0.1,-0.42,-0.59
1934,5,-1.784047365,0,6.225806452,21.07419355,13.650000001,63.56158529,-0.76,1.23,0.401,-0.12,-0.44,-0.49,-0.69
1934,6,-0.565684935,0.686666667,3.756666667,15.07666667,9.4166666685,39.49304398,1.12,0.51,0.388,0.098,-0.18,-0.33,-0.56
1934,7,0.433857293,1.932258065,5.738709677,14.89032258,10.3145161285,41.3286782,0.3,0.44,-0.671,-0.228,-0.45,-0.43,-0.66
1934,8,0.531750584,1.84516129,5.722580645,15.97741935,10.8499999975,58.52727165,-2.44,1.54,0.398,0.1,-0.16,-0.33,-0.78
1934,9,-0.125152297,0.61,7.496666667,19.87666667,13.6866666685,91.29242216,-0.64,1.25,-0.133,-0.391,-0.14,-0.52,-0.72
1934,10,1.11989279,2.867741935,8.938709677,21.32903226,15.1338709685,124.2451891,0.38,2.1,0.253,-0.162,-0.22,-0.26,-0.59
1934,11,1.400062632,1.983333333,13.34,25.47,19.405,153.6795821,1.21,1.63,0.804,-0.032,-0.05,-0.11,-0.42
1934,12,1.429923728,0.596774194,15.06774194,28.17419355,21.620967745,184.4814018,-0.38,1.67,0.133,-0.09,-0.44,-0.24,-0.37
1935,1,1.06003629,0.435483871,14.82903226,29.62903226,22.22903226,194.3766953,0.64,1.01,-2.221,0.073,-0.52,-0.32,-0.46
1935,2,0.834109676,0.607142857,15.45,29.9,22.675,158.8107201,-0.56,0.79,-1.536,0.025,-0.65,-0.19,-0.09
1935,3,0.282982854,0.574193548,13.47741935,27.61290323,20.54516129,134.3218225,1.21,-0.11,-2.908,0.219,-0.32,-0.28,-0.35
1935,4,1.657221431,2.033333333,10.97,21.16666667,16.068333335,73.30606841,0.37,1.1,-4.918,-0.141,-0.12,-0.32,-0.5
1935,5,0.478531076,0.564516129,6.425806452,17.31612903,11.870967741,51.35544699,-0.46,0.99,-1.471,0.143,-0.38,-0.54,-0.69
1935,6,0.911013679,1.1,5.393333333,13.99,9.6916666665,34.76390659,-0.42,1.39,-0.038,0.205,-0.54,-0.4,-0.56
1935,7,0.692009858,1.496774194,5.074193548,14.10645161,9.590322579,40.0006821,-0.02,0.68,-2.533,0.149,-0.81,-0.65,-0.64
1935,8,-0.407057385,0.883870968,6.490322581,17.27419355,11.8822580655,62.18040034,0,0.63,-4.42,0.088,0,0.06,-0.1
1935,9,0.516525184,1.416666667,7.31,19.00333333,13.156666665,87.23104532,0.59,0.98,-3.481,-0.141,0.18,0.08,-0.17
1935,10,0.497855239,1.803225806,9.929032258,22.74193548,16.335483869,130.9559789,0.6,0.21,-1.353,-0.145,0.07,0.28,0.06
1935,11,0.652544852,0.313333333,12.12666667,25.95333333,19.04,162.4661277,0.3,0.13,-1.302,0.242,0.29,0.28,-0.01
1935,12,0.442709134,0.738709677,14.68387097,29.50645161,22.09516129,198.5477091,-0.56,1.78,0.023,0.091,0.03,-0.04,-0.13
1936,1,1.733261072,2.332258065,17.1516129,29.94516129,23.548387095,186.6776509,-0.3,1.79,-1.605,0.151,0.56,0.74,0.06
1936,2,0.595656618,0.365517241,16.59310345,30.86206897,23.72758621,161.9168203,-0.04,1.75,-1.152,-0.309,0.37,0.49,0.21
1936,3,-0.465923408,0.419354839,14.61935484,29.39354839,22.006451615,142.5561721,0.05,1.36,-0.554,-0.111,-0.13,0,0.03
1936,4,0.981049596,1.576666667,8.88,21.23333333,15.056666665,78.2767117,2.81,1.32,-0.957,0.007,0.14,0.29,0.21
1936,5,-0.95478858,0.696774194,6.741935484,19.81935484,13.280645162,58.95022683,0.27,1.83,-0.726,-0.113,-0.37,-0.07,0.34
1936,6,1.180755351,1.296666667,4.873333333,13.37333333,9.1233333315,33.85327991,-0.37,2.37,0.356,0.178,-0.56,-0.35,-0.24
1936,7,1.615072481,3.209677419,5.412903226,13.68709677,9.549999998,38.22893943,0.43,2.57,-1.437,0.024,-0.31,-0.34,-0.29
1936,8,0.42843764,1.335483871,6.577419355,16.38387097,11.4806451625,58.49325944,-1,1.71,-4.335,-0.325,-0.36,-0.32,-0.24
1936,9,0.756688614,0.483333333,5.496666667,17.66333333,11.5799999985,84.44721225,0.23,0.04,-1.035,-0.34,0,-0.1,-0.2
1936,10,0.433131429,0.803225806,8.829032258,22.22903226,15.529032259,130.7587011,-0.11,2.1,-1.058,-0.532,0.43,0.38,0.09
1936,11,-0.240493864,0.126666667,11.04666667,27.03666667,19.04166667,174.7221488,-1.55,2.65,-1.618,0.06,0.04,-0.03,-0.27
1936,12,1.395673741,1.883870968,15.9516129,28.81290323,22.382258065,186.2770509,-0.04,1.28,-0.747,-0.249,0.45,0.63,0.29
1937,1,1.953847737,1.919354839,14.27419355,28.10967742,21.191935485,183.0670634,0.95,0,-2.997,-0.048,-0.17,-0.3,-0.23
1937,2,0.157964705,0.478571429,16.7,31.70714286,24.20357143,167.9555119,-0.59,-0.49,-3.602,-0.151,0.22,0.3,0.28
1937,3,-0.097304771,0,14.64193548,28.7,21.67096774,137.8863285,0.55,0.38,-1.711,-0.156,-0.23,0.25,0.55
