Year,Month,SPEI1,Rainfall,Tmin,Tmax,Tmean,PET,SOI,PDO,SAM,IOD_2,Nino 3 anomaly,Nino 3.4 anomaly,Nino 4 anomaly
1889,1,-1.599444753,2.338709677,14.50967742,35.10967742,24.80967742,244.1069262,-2.84,0.04,-2.039,-0.598,2.02,1.98,0.83
1889,2,-1.83920358,2.003571429,13.4,34.91428571,24.157142855,200.876164,-0.21,0.04,-3.179,-0.166,1.34,1.47,0.76
1889,3,-2.409638033,0,10.94193548,33.53870968,22.24032258,177.3378577,-3.2,0.04,-2.216,-0.553,0.73,0.83,0.42
1889,4,-1.061716231,3.703333333,8.953333333,25.34,17.1466666665,95.88883861,0.07,0.04,-1.315,-0.742,0.36,0.46,0.14
1889,5,-0.832139501,3.764516129,6.893548387,20.62258065,13.7580645185,61.32884031,-0.19,0.04,-1.183,-0.584,0.09,0.32,0.13
1889,6,-1.285984681,1.99,5.023333333,17.13666667,11.0800000015,43.35023779,2.49,0.04,-2.144,-0.448,0.01,0.09,-0.4
1889,7,-2.466793086,0.15483871,0.922580645,17.27419355,9.0983870975,52.85409235,0.18,0.04,-0.537,-0.419,-0.73,-0.76,-0.62
1889,8,-1.157366892,2.787096774,3.567741935,17.87741935,10.7225806425,68.82924004,0.05,0.04,-0.828,-0.552,-0.97,-0.99,-0.68
1889,9,-1.03193755,2.073333333,5.463333333,20.90333333,13.1833333315,100.3227685,1.05,0.04,0.555,-0.806,-0.89,-0.92,-0.84
1889,10,-1.483668509,1.074193548,9.24516129,26.68709677,17.96612903,160.0902091,0.29,0.04,0.24,-0.98,-1.24,-1.31,-1.23
1889,11,-1.431837493,1.956666667,12.78666667,30.60333333,21.695,197.7150856,1.92,0.04,-1.852,-0.747,-1.01,-1.08,-1.08
1889,12,-2.124474555,0.032258065,12.85483871,34.08709677,23.47096774,245.8246836,2.35,0.04,-1.713,-0.341,-1.05,-1.25,-1.16
1890,1,-2.273378832,0.048387097,17.64193548,38.66774194,28.15483871,265.9780655,2.16,0.04,-2.018,-0.04,-2.01,-2.49,-1.94
1890,2,-2.131898423,0.028571429,15.59285714,36.27142857,25.932142855,205.2674363,1.03,0.04,-1.648,0.014,-1.69,-2.11,-1.6
1890,3,-1.239067079,2.335483871,13.53870968,30.84516129,22.191935485,155.0090685,1.43,0.04,-1.369,-0.098,-1.01,-1.15,-0.89
1890,4,-1.895075949,0.856666667,7.626666667,26.31,16.9683333335,101.8657167,0.75,0.04,-1.504,-0.126,-1.14,-1.14,-0.79
1890,5,-2.07775345,1.664516129,5.022580645,21.93225806,13.4774193525,67.45792909,0.35,0.04,0.033,-0.257,-1.07,-1,-0.75
1890,6,-0.976157328,2.683333333,5.6,17.20666667,11.403333335,42.90902464,0.45,0.04,0.735,-0.656,-0.92,-0.86,-1.05
1890,7,-0.730547665,2.267741935,1.412903226,14.69032258,8.051612903,45.7737572,-0.23,0.04,-0.231,-0.82,-0.88,-0.92,-1.08
1890,8,-0.667106843,1.283870968,2.661290323,16.24193548,9.4516129015,64.06512063,-0.42,0.04,-1.297,-0.594,-1.07,-1.38,-1.53
1890,9,-1.434748912,0.576666667,5.053333333,21.29333333,13.1733333315,102.8557748,0.88,0.04,-2.703,-0.985,-0.97,-1.29,-1.52
1890,10,-1.020339457,1.258064516,6.64516129,24.55806452,15.601612905,151.5116136,0.17,0.04,-4.936,-1.007,-1.07,-1.26,-1.26
1890,11,-0.698345518,1.11,9.47,27.51333333,18.491666665,182.830969,0.16,0.04,-1.656,-0.783,-1,-1.07,-1.12
1890,12,-1.179868402,0.851612903,12.07096774,31.29677419,21.683870965,223.7920998,-0.04,0.04,-0.755,-0.513,-0.6,-0.68,-0.72
1891,1,-0.723426459,2.606451613,12.16129032,31.96774194,22.06451613,223.9381476,1.56,0.04,-1.885,-0.254,-0.42,-0.45,-0.47
1891,2,-1.762684079,0,11.23571429,33.74642857,22.49107143,197.3160842,-0.49,0.04,-3.662,-0.493,-0.31,-0.25,-0.11
1891,3,-2.125599947,1.574193548,12.49032258,33.07096774,22.78064516,171.5256631,-1.22,0.04,-3.282,-0.511,-0.06,-0.07,-0.09
1891,4,-0.9987136,3.51,7.73,24.73666667,16.233333335,95.13297504,0.7,0.04,-0.624,-0.211,0.17,0.15,-0.05
1891,5,-1.758681526,0.312903226,4.874193548,20.65806452,12.766129034,63.6915229,0.28,0.04,0.024,-0.245,0.27,0.13,-0.06
1891,6,-1.003186348,2.01,4.76,16.62666667,10.693333335,42.33212711,-0.28,0.04,-0.58,0.014,0.46,0.29,-0.17
1891,7,-0.879242389,2.570967742,2.535483871,15.40322581,8.9693548405,46.66176444,-0.58,0.04,-2.055,-0.205,0.31,0.11,-0.37
1891,8,-1.528551983,1.367741935,2.264516129,17.93548387,10.0999999995,70.45654577,-1.2,0.04,0.184,0.106,0.1,0.05,-0.29
1891,9,-1.768287838,0.966666667,4.056666667,21.88666667,12.9716666685,107.0716294,-1.08,0.04,0.243,0.038,-0.18,-0.08,-0.34
1891,10,-1.296415206,1.519354839,6.187096774,25.23870968,15.712903227,156.7737771,0.05,0.04,-1.452,0.043,-0.2,-0.03,-0.16
1891,11,-1.59608985,1.39,10.04,30.07333333,20.056666665,200.95714,-0.49,0.04,-0.547,-0.007,-0.06,0.06,-0.04
1891,12,-1.803744878,0.041935484,13.21935484,33.19354839,23.206451615,236.9024551,-0.62,0.04,-0.251,0.138,-0.1,0.01,-0.07
1892,1,-1.213257198,0.148387097,12.89677419,33.13870968,23.017741935,231.7998974,0.2,0.04,-2.975,-0.168,-0.46,-0.5,-0.51
1892,2,-2.206816734,0.220689655,13.8862069,35.96206897,24.924137935,207.200681,-1.13,0.04,-4.709,-0.243,-0.45,-0.34,-0.29
1892,3,-2.496806029,0,13.48709677,34.70967742,24.098387095,179.8361798,1.09,0.04,-2.719,-0.108,-0.66,-0.58,-0.56
1892,4,-1.363225247,0.696666667,6.98,24.64333333,15.811666665,95.75101174,0.96,0.04,-0.429,-0.243,-0.74,-0.65,-0.74
1892,5,-0.975347612,2.9,3.809677419,19.52580645,11.6677419345,61.27087477,1.37,0.04,0.629,-0.206,-0.89,-0.72,-0.5
1892,6,-1.569281235,0.72,2.14,16.01666667,9.078333335,43.18245953,2.25,0.04,0.17,-0.373,-0.68,-0.57,-0.61
1892,7,-1.496371878,1.34516129,0.141935484,15.25806452,7.700000002,48.17620175,0.78,0.04,-0.328,-0.562,-0.66,-0.62,-0.76
1892,8,-1.426010489,2.35483871,1.651612903,17.79354839,9.7225806465,70.54011972,0.48,0.04,-1.928,-0.929,-0.67,-0.63,-0.88
1892,9,-0.768574592,1.363333333,4.656666667,20,12.3283333335,97.24845016,0.01,0.04,0.642,-1.075,-1.04,-1.07,-1.23
1892,10,-0.671046368,2.909677419,7.316129032,24.16774194,15.741935486,147.5721319,0.85,0.04,0.236,-0.655,-1.63,-1.54,-1.46
1892,11,-1.142255191,1.006666667,10.52333333,28.9,19.711666665,190.7147096,-0.88,0.04,-1.097,-0.331,-1.59,-1.62,-1.4
1892,12,-1.233023368,0.329032258,10.51290323,30.8483871,20.680645165,224.3119156,0.3,0.04,-1.392,-0.427,-1.41,-1.18,-0.77
1893,1,-1.428150347,0.051612903,13.87419355,34.08387097,23.97903226,237.0698432,0.91,0.04,-2.079,-0.38,-1.57,-1.23,-0.6
1893,2,-2.134017845,0.053571429,13.66071429,35.62857143,24.64464286,205.3410438,0.65,0.04,-1.056,-0.389,-1.45,-1.16,-0.53
1893,3,-2.243919873,0.016129032,12.50645161,33.29677419,22.9016129,172.9111108,0.32,0.04,-0.897,-0.313,-1.31,-1.24,-0.78
1893,4,-0.777177473,1.216666667,8.653333333,24.07666667,16.3650000015,90.94682426,1.44,0.04,-2.614,-0.507,-1.24,-1.3,-1.15
1893,5,-0.921497898,3.170967742,6.877419355,20.58709677,13.7322580625,61.23547916,1.76,0.04,-0.664,-0.443,-1.18,-1.32,-1.22
1893,6,0.162978231,1.933333333,4.71,15.01666667,9.863333335,38.30240871,2.15,0.04,-1.194,-0.413,-0.94,-1.19,-1.36
1893,7,-1.464827805,0.651612903,2.232258065,15.5483871,8.8903225825,47.32764572,1.88,0.04,-0.808,-0.452,-1,-1.32,-1.7
1893,8,-1.224564548,1.219354839,2.693548387,17.3,9.9967741935,67.76976773,0.6,0.04,0.285,-0.645,-0.97,-1.29,-1.66
1893,9,-0.867418124,1.4,4.106666667,20.01666667,12.0616666685,98.15148035,1.21,0.04,-2.447,-0.586,-0.9,-1.28,-1.6
1893,10,-1.653971535,1.206451613,8.496774194,27.00967742,17.753225807,163.9501323,0.63,0.04,-1.942,-0.637,-1.03,-1.36,-1.52
1893,11,-0.782698918,1.386666667,10.61666667,28.13333333,19.375,184.5275313,0.83,0.04,-0.462,-0.394,-0.91,-1.3,-1.36
1893,12,-1.916785416,0.34516129,13.21290323,33.56451613,23.38870968,240.1930008,-0.5,0.04,-0.689,-0.295,-0.92,-1,-1.1
1894,1,-1.901798251,0.048387097,16.56129032,36.67419355,26.617741935,251.4386893,2.15,0.04,-1.686,-0.012,-0.86,-1.09,-1.19
1894,2,-1.453780799,0.271428571,14.325,33.94285714,24.13392857,191.7124728,0.97,0.04,-1.993,-0.181,-0.94,-1.13,-1.24
1894,3,-0.654911983,3.219354839,13.83870968,29.83225806,21.83548387,147.685292,0.82,0.04,-1.33,-0.163,-0.91,-1.06,-1.1
1894,4,-0.829353043,1.843333333,9.28,24.56333333,16.921666665,92.00821332,1.1,0.04,-1.325,-0.241,-0.8,-0.92,-1.01
1894,5,-1.0044178,0.493548387,4.561290323,19.02580645,11.7935483865,59.03144675,-0.86,0.04,-1.244,-0.134,-0.9,-1,-0.99
1894,6,-0.945542829,3.253333333,4.046666667,16.76,10.4033333335,43.37031919,-0.01,0.04,-0.433,0.019,-0.64,-0.84,-0.98
1894,7,-0.865336594,1.338709677,2.235483871,14.81612903,8.5258064505,45.37380725,0.47,0.04,-1.097,-0.083,-0.6,-0.88,-0.97
1894,8,-0.760871854,1.467741935,3.612903226,16.78387097,10.198387098,64.82030834,-1.4,0.04,-1.416,0.237,-0.66,-0.8,-0.84
1894,9,-0.959693209,1,4.266666667,20.15666667,12.2116666685,98.58249009,-0.24,0.04,0.163,-0.223,-0.78,-1.1,-1.28
1894,10,-0.751957604,3.803225806,8.425806452,24.86774194,16.646774196,149.6995597,0.31,0.04,-0.598,-0.166,-0.72,-0.82,-0.98
1894,11,-1.889773506,0.28,10.69333333,31.12,20.906666665,207.4765343,-0.89,0.04,-1.825,-0.152,-0.84,-0.92,-0.98
1894,12,-0.404530746,2.95483871,14.34516129,30.91612903,22.63064516,212.7489139,0.07,0.04,0.14,-0.182,-0.62,-0.48,-0.6
1895,1,-0.213290043,1.3,14.60645161,31.70967742,23.158064515,213.8044235,0.54,0.04,0.116,-0.118,-0.72,-0.73,-0.79
1895,2,-1.294918364,1.567857143,15.20357143,34.06428571,24.63392857,190.2178826,0.62,0.04,-1.642,0.023,-0.61,-0.49,-0.46
1895,3,-1.376679754,1.096774194,11.65806452,30.3,20.97903226,155.9994742,-0.26,0.04,0.064,-0.008,-0.57,-0.4,-0.48
1895,4,-1.650159468,1.24,9.016666667,26.16666667,17.5916666685,99.34592742,1.34,0.04,-1.719,-0.102,-0.27,-0.17,-0.44
1895,5,-1.212057326,0.370967742,4.396774194,19.33548387,11.866129032,60.13839802,0.65,0.04,0.801,-0.077,-0.1,-0.03,-0.42
1895,6,-1.28063577,1.49,3.046666667,16.17333333,9.6099999985,42.83006418,-1.26,0.04,0.354,0.009,-0.14,-0.21,-0.57
1895,7,-1.88477485,0.5,1.116129032,15.99677419,8.556451611,49.40488607,-0.75,0.04,-3.205,-0.314,-0.18,-0.26,-0.54
1895,8,-2.028933081,0.829032258,3.796774194,19.70645161,11.751612902,75.19364059,-1.02,0.04,-1.52,0.041,0.29,0.36,0
1895,9,-1.887546705,0.34,4.893333333,22.3,13.5966666665,107.9416543,-0.52,0.04,-1.935,-0.2,0.48,0.42,-0.1
1895,10,-2.221013422,0.825806452,8.361290323,29.1483871,18.7548387115,178.6229617,-0.82,0.04,-2.762,0.004,0.54,0.32,-0.25
1895,11,-1.802549019,0,9.263333333,30.35,19.8066666665,204.8109955,-0.47,0.04,-3.677,-0.358,0.53,0.44,-0.04
1895,12,-1.618138495,1.006451613,13.54193548,32.9,23.22096774,233.3026181,-1,0.04,-3.417,-0.302,0.54,0.48,0.01
1896,1,-1.85950854,0.322580645,16.52903226,36.53225806,26.53064516,250.2605048,0.07,0.04,-2.078,-0.321,0.38,0.16,-0.17
1896,2,-1.147698861,1.848275862,15.6862069,33.95517241,24.820689655,188.0340433,0.37,0.04,-1.443,-0.507,0.18,0.09,-0.15
1896,3,-1.097914241,1.196774194,11.94193548,29.71290323,20.827419355,151.7161806,-0.84,0.04,-2.773,-0.462,0.06,0.15,0
1896,4,-0.532414468,1.59,7.393333333,23.24,15.3166666665,89.35782088,-1.19,0.04,-2.604,-0.217,0,-0.01,-0.15
1896,5,-0.420094136,0.993548387,5.04516129,18.32580645,11.68548387,56.35757217,-3.23,0.04,0.875,-0.137,0.06,-0.04,-0.07
1896,6,-0.630527375,1.086666667,2.643333333,14.89666667,8.7700000015,40.11263017,-2.99,0.04,-0.302,-0.042,0.09,-0.21,-0.45
1896,7,-0.498695922,0.419354839,1.25483871,13.59354839,7.42419355,43.0550645,-1.39,0.04,-1.653,-0.004,0.37,0.43,0.14
1896,8,-1.018036205,0.658064516,2.303225806,16.59032258,9.446774193,65.69863125,-2.55,0.04,0.045,-0.02,1.03,1.05,0.49
1896,9,-1.353313605,1.016666667,3.983333333,20.88666667,12.4350000015,102.4339386,-1.88,0.04,-1.03,0.094,0.96,1.04,0.47
1896,10,-2.265172426,0.009677419,8.551612903,29.28387097,18.9177419365,179.1821581,-2.01,0.04,-2.188,0.461,0.93,1.1,0.4
1896,11,-2.089911508,0.38,11.55333333,32.15666667,21.855,213.477034,-1.26,0.04,-0.193,0.163,1.58,1.51,0.55
1896,12,-2.169118905,0.5,14.11612903,34.71290323,24.41451613,247.6533253,-1.69,0.04,-0.029,0.167,1.6,1.55,0.61
1897,1,-0.874199997,2.019354839,13.15806452,32.58709677,22.872580645,226.2901026,-1.42,0.04,-2.095,-0.118,1.45,1.49,0.58
1897,2,-1.393729116,0.028571429,15.51785714,34.21071429,24.864285715,190.3975504,-0.86,0.04,-1.446,-0.234,1.06,1.14,0.55
1897,3,-1.255804387,0.270967742,9.612903226,29.16451613,19.388709678,153.2085747,-2.01,0.04,-5.165,-0.183,0.5,0.54,0.2
1897,4,-2.311361263,0.043333333,8.343333333,27.68,18.0116666665,106.7412612,-2,0.04,-3.881,-0.102,-0.22,-0.22,-0.23
1897,5,-2.108596603,0.219354839,3.3,21.05806452,12.17903226,66.25975936,-1.59,0.04,-1.005,-0.104,-0.19,-0.17,-0.25
1897,6,-2.314981051,2.193333333,4.063333333,18.60666667,11.3350000015,47.91918937,-0.16,0.04,1.805,-0.139,-0.05,-0.02,-0.25
1897,7,-1.806317462,1.093548387,4.158064516,17.0483871,10.603225808,49.55319262,-0.19,0.04,-0.636,-0.148,-0.03,0.07,-0.08
1897,8,-0.833391823,2.122580645,2.822580645,16.82258065,9.8225806475,65.93219037,-0.11,0.04,0.323,-0.108,-0.19,-0.15,-0.09
1897,9,-1.572676596,1.613333333,4.886666667,21.77333333,13.3299999985,105.4141247,0,0.04,-0.033,-0.454,-0.36,-0.24,-0.15
1897,10,-1.119474445,0.329032258,6.535483871,24.6483871,15.5919354855,152.3109479,0.1,0.04,-1.491,-0.965,-0.47,-0.57,-0.48
1897,11,-2.023462124,0.403333333,12.38666667,32.17666667,22.28166667,211.4721256,-0.96,0.04,-0.658,-0.781,-0.52,-0.61,-0.69
1897,12,-2.168191423,0.325806452,16.54193548,35.58709677,26.064516125,247.450545,1.04,0.04,-0.125,-0.675,-0.45,-0.4,-0.59
1898,1,-1.967586248,0,16.86129032,37.03870968,26.95,253.7254874,0.65,0.04,-2.029,-0.484,-0.48,-0.51,-0.72
1898,2,-2.021928795,2.107142857,18.65714286,37.41071429,28.033928575,204.8745964,0.47,0.04,-3.145,-0.366,-0.58,-0.57,-0.5
1898,3,-1.838611169,0.164516129,12.76774194,31.91935484,22.34354839,163.681314,2.02,0.04,-2.31,-0.231,-0.82,-0.79,-0.55
1898,4,-0.798196293,0.54,8.803333333,24.01666667,16.4100000015,90.44451952,1.34,0.04,-0.276,-0.303,-0.69,-0.61,-0.36
1898,5,-0.812351294,0.867741935,5.403225806,19.09677419,12.249999998,58.32260408,-0.11,0.04,-0.879,-0.414,-0.67,-0.59,-0.48
1898,6,0.314988932,2.413333333,6.696666667,15.97,11.3333333335,38.26225612,-0.51,0.04,-0.595,-0.319,-0.51,-0.28,-0.46
1898,7,-1.337594987,0.680645161,3.419354839,15.75806452,9.5887096795,46.74966752,0.65,0.04,-2.081,-0.726,-0.52,-0.63,-0.61
1898,8,-1.179235136,1.080645161,5.870967742,18.31935484,12.095161291,67.28630489,0.72,0.04,-0.079,-0.706,-0.62,-0.76,-0.85
1898,9,-0.972344304,0.993333333,6.486666667,20.93333333,13.7099999985,98.69154556,0.88,0.04,-1.47,-0.783,-0.29,-0.19,-0.68
1898,10,-1.226173782,0.861290323,9.832258065,26.12580645,17.9790322575,154.7860872,0.34,0.04,-2.281,-0.756,-0.29,-0.33,-0.47
1898,11,-0.076347239,0.483333333,12.12333333,27.22333333,19.67333333,172.7011627,0.02,0.04,-4.825,-0.538,-0.61,-0.66,-0.71
1898,12,-1.449053024,1.55483871,15.01935484,33.09354839,24.056451615,230.0247761,0.42,0.04,-2.413,-0.403,-0.77,-0.78,-0.83
1899,1,1.441344265,0.787096774,13.44516129,28.43548387,20.94032258,189.324565,1.31,0.04,-4.928,-0.353,-0.56,-0.75,-1.02
1899,2,-1.821939647,0.782142857,16.26785714,35.71071429,25.989285715,199.2998343,0.87,0.04,-0.207,-0.213,-0.59,-0.71,-0.81
1899,3,-0.9971944,1.390322581,14.19032258,30.40645161,22.298387095,150.4461807,1.38,0.04,-0.551,-0.076,-0.38,-0.56,-0.71
1899,4,-1.549775691,0.93,10.79,26.50333333,18.646666665,97.92846967,0.49,0.04,-3.924,-0.054,-0.27,-0.34,-0.47
1899,5,-1.253243941,0.261290323,5.322580645,19.7,12.5112903225,60.28084403,-0.76,0.04,-0.805,-0.011,0.05,0.04,-0.26
1899,6,-0.048843586,2.7,5.633333333,16.01666667,10.8250000015,39.78106032,-1.43,0.04,-0.237,-0.262,0.2,0.09,-0.39
1899,7,-1.531198419,0.280645161,1.948387097,15.43870968,8.6935483885,47.28499828,-0.53,0.04,-2.299,-0.477,-0.12,-0.02,-0.14
1899,8,-1.571619161,0.8,4.841935484,18.71612903,11.779032257,70.28409729,-1.18,0.04,-1.153,-0.34,0.89,0.63,0.03
1899,9,-1.841780015,0.606666667,8.046666667,23.28,15.6633333335,107.6253045,-0.19,0.04,3.118,-0.828,0.79,0.43,-0.19
1899,10,-0.726979353,0.461290323,8.029032258,24.17096774,16.099999999,145.9731557,0.74,0.04,-1.325,-0.268,1,0.92,0.48
1899,11,-0.027247949,2.62,12.57,27.59333333,20.081666665,174.1392587,1.66,0.04,-4.056,-0.314,1.25,1.29,0.73
1899,12,-1.75227699,0.083870968,15.20967742,33.78387097,24.496774195,235.6378081,-0.44,0.04,-3.404,-0.674,1.29,1.51,0.89
1900,1,-0.744386657,0.648387097,17.28709677,33.80645161,25.54677419,222.377872,-0.89,0.04,-2.047,-0.403,1.4,1.41,0.63
1900,2,-1.697185659,0,16.00357143,35.16428571,25.58392857,196.0170089,-0.73,1.32,-2.012,-0.213,1.35,1.29,0.58
1900,3,0.528667524,1.819354839,13.3,27.31935484,20.30967742,132.9474323,-2.95,0.49,-4.021,-0.364,1.04,0.99,0.47
1900,4,1.501270766,1.676666667,9.143333333,20.44333333,14.7933333315,74.2651378,-2.1,0.35,-1.846,-0.244,0.59,0.66,0.37
1900,5,0.04014036,1.658064516,6.696774194,18.47096774,12.583870967,54.68183984,-0.76,0.77,-0.382,-0.08,0.51,0.54,0.28
1900,6,-0.717499872,1.593333333,4.226666667,15.84333333,10.0349999985,40.91612065,3.1,0.65,-0.625,0.072,0.84,0.76,0.18
1900,7,-0.43223975,1.025806452,2.948387097,14.35806452,8.6532258085,43.41975847,1.02,0.95,-3.16,-0.222,0.71,0.75,0.22
1900,8,-0.169605247,1.396774194,4.332258065,16.13548387,10.2338709675,61.44020609,0.75,0.14,-1.22,-0.378,0.58,0.78,0.26
1900,9,-0.018615443,0.44,5.813333333,18.98333333,12.3983333315,90.30745078,-1.61,-0.24,1.037,-0.432,0.42,0.56,0.17
1900,10,-0.926022824,0.141935484,9.087096774,24.97741935,17.032258062,148.813894,-2.13,0.23,-2.676,-0.27,0.15,0.42,0.26
1900,11,-1.361227316,0.676666667,12.38666667,30.1,21.243333335,194.886384,-0.75,-0.44,-1.689,-0.073,-0.1,0.14,0.18
1900,12,-1.167969081,0.122580645,15.36451613,32.4483871,23.906451615,222.832805,-0.73,1.19,-1.501,-0.563,0.3,0.6,0.56
1901,1,-0.127419377,0.106451613,14.39032258,31.33225806,22.86129032,211.252041,-0.09,0.79,-4.068,-0.475,0.46,0.82,0.59
1901,2,-1.109771678,0.653571429,16.83214286,34.18571429,25.508928575,186.2219661,0.21,-0.12,-1.859,-0.788,0.03,0.29,0.24
1901,3,-1.336463093,0.225806452,13.00645161,30.5516129,21.779032255,154.4630197,0.88,0.35,-2.311,-0.62,-0.25,0.05,0.12
1901,4,-1.051551653,1.746666667,6.723333333,24.1,15.4116666665,93.84062611,0.64,0.61,-2.182,-0.438,-0.39,-0.13,0.04
1901,5,-2.19248326,0.1,4.967741935,21.70967742,13.3387096775,66.82483183,0.08,-0.42,-0.406,-0.473,-0.56,-0.19,-0.09
1901,6,-1.088098388,0.78,0.95,14.88666667,7.918333335,41.40804612,2.3,-0.05,-0.425,-0.504,-0.46,-0.26,-0.34
1901,7,-0.772676449,1.122580645,1.987096774,14.50967742,8.248387097,44.79193631,1.51,-0.6,-2.056,-0.616,-0.5,-0.3,-0.32
1901,8,-1.21644483,1.774193548,4.24516129,17.95483871,11.1,68.26226536,0.8,-1.2,-2.5,-0.712,-0.54,-0.38,-0.21
1901,9,-1.775165212,0.89,7.55,22.99,15.27,107.07931,-1.58,-0.33,0.021,-0.923,-0.43,-0.3,-0.49
1901,10,-0.993306405,1.477419355,7.109677419,24.66451613,15.8870967745,151.271635,-2.69,0.16,-0.576,-0.615,-0.34,-0.31,-0.37
1901,11,-2.104999666,0.256666667,13.53666667,32.87,23.203333335,213.8242684,-0.95,-0.6,-1.185,-0.618,-0.15,-0.39,-0.47
1901,12,-1.79016859,0.116129032,14.03548387,33.4516129,23.743548385,236.6288306,-0.32,-0.14,-1.325,-0.611,-0.08,-0.35,-0.41
1902,1,-0.879492809,0.738709677,14.7516129,33.04516129,23.898387095,225.11606,1.68,0.82,-3.421,-0.408,-0.1,-0.5,-0.54
1902,2,-0.867780418,0,13.25357143,32.15714286,22.705357145,181.7788832,-0.28,1.58,-2.302,-0.373,-0.08,-0.26,-0.25
1902,3,-1.303457982,0.94516129,11.50967742,30.02903226,20.76935484,154.6450303,1.1,0.48,-3.596,-0.151,-0.03,-0.27,-0.41
1902,4,-2.255217924,0,8.47,27.51333333,17.991666665,105.8693869,1.15,1.37,-1.462,0.127,0.22,0.2,0.19
1902,5,-2.256248702,0.229032258,4.870967742,21.89677419,13.383870966,67.48671688,1.41,1.09,-1.815,0.038,0.23,0.47,0.49
1902,6,-1.169472211,1.166666667,3.236666667,15.93666667,9.5866666685,42.09238145,0.24,0.52,-0.266,0.024,0.88,0.77,0.44
1902,7,-2.174594693,0.425806452,1.932258065,16.87741935,9.4048387075,51.10560569,0.21,1.58,-0.453,0.027,1.52,1.44,0.57
1902,8,-1.689370558,0.293548387,1.293548387,17.80967742,9.5516129035,70.90980823,-1.09,1.57,0.93,0.445,1.28,1.21,0.44
1902,9,-1.848305409,0.423333333,4.846666667,22.2,13.5233333335,107.5244297,-1.76,0.44,-1.417,0.315,1.34,1.44,0.78
1902,10,-1.63689922,1.809677419,9.522580645,27.37741935,18.4499999975,164.1653404,-0.77,0.7,-0.599,-0.078,1.56,1.4,0.66
1902,11,-1.932569408,0.17,14.23666667,32.49,23.363333335,208.576843,-0.26,0.16,-2.165,0.076,1.63,1.54,0.62
1902,12,-0.198683353,2.970967742,14.09677419,30.47741935,22.28709677,209.7262783,-0.45,-1.1,-0.847,-0.196,1.27,1.39,0.46
1903,1,-0.964346166,0.058064516,14.65806452,33.12903226,23.89354839,226.1788172,-1.1,0.86,-1.898,-0.414,1.09,1.33,0.6
1903,2,-0.453785605,0.589285714,14.12142857,31.725,22.923214285,176.3605631,-1.11,-0.24,-0.012,-0.491,0.42,0.93,0.82
1903,3,-1.073138751,1.838709677,14.11612903,30.61290323,22.36451613,151.992697,1.8,-0.22,-2.844,-0.264,0.37,0.79,0.67
1903,4,-1.111800191,1.713333333,9.573333333,25.21666667,17.3950000015,94.35449847,2.18,-0.5,-1.456,-0.553,-0.11,0.36,0.36
1903,5,-1.454331897,0.206451613,4.903225806,19.9516129,12.427419353,61.5007594,0.92,0.43,1.215,-0.187,-0.31,-0.1,0.06
1903,6,-1.286865397,1.28,4.03,16.46,10.245,42.64356158,-0.22,0.23,0.498,-0.221,0.05,0.29,0.39
1903,7,-0.624740165,1.338709677,4.635483871,15.43225806,10.0338709655,44.44190842,0.6,0.4,1.12,-0.518,-0.47,-0.49,-0.26
1903,8,-1.811717241,0.187096774,4.025806452,18.91935484,11.472580646,72.06582079,-0.15,1.01,-0.596,-0.339,-0.61,-0.32,0.09
1903,9,-0.378888661,2.733333333,6.996666667,20.47333333,13.7349999985,95.39635908,0.81,-0.24,-2.091,-0.584,-0.75,-0.6,-0.32
1903,10,-1.262305595,1.016129032,9.680645161,26.19032258,17.9354838705,155.6196577,0.3,0.18,0.59,-0.876,-0.67,-0.42,-0.27
1903,11,-1.351541521,1.336666667,12.75666667,30.29666667,21.52666667,195.3378454,-0.05,0.08,1.859,-0.505,-0.81,-0.76,-0.41
1903,12,-0.06848207,1.141935484,12.42580645,29.38387097,20.90483871,206.0326971,1.66,-0.03,0.153,-0.372,-1.17,-1.02,-0.57
1904,1,0.445228937,2.35483871,15.72258065,31.20967742,23.466129035,204.9825934,1.39,0.63,0.931,-0.154,-0.53,-0.73,-0.96
1904,2,-0.214528073,0.324137931,15.43793103,31.78275862,23.610344825,172.8056957,1.53,-0.91,-2.378,-0.154,-0.69,-0.79,-0.54
1904,3,-1.268936576,0.106451613,12.12258065,30.02580645,21.07419355,153.2525482,0.89,-0.71,-0.331,-0.119,-0.95,-0.85,-0.47
1904,4,-2.137548935,0.71,11.76666667,28.44,20.103333335,104.9072765,3.64,-0.07,-3.012,0.046,-0.76,-0.72,-0.4
1904,5,-1.545308432,1,7.303225806,21.27096774,14.287096773,62.89671384,1,-0.22,-2.182,-0.179,-0.24,-0.4,-0.61
1904,6,-1.351285697,1.253333333,3.583333333,16.38,9.9816666665,42.86167964,-1.01,-1.53,-2.465,-0.172,0.24,0.14,-0.26
1904,7,-0.961640128,2.093548387,3.529032258,15.71612903,9.622580644,46.51901747,-0.87,-1.58,-1.342,-0.19,0.86,0.75,0.02
1904,8,-1.156818265,1.212903226,2.870967742,17.20967742,10.040322581,67.25096719,-0.11,-0.64,-0.612,-0.301,0.81,0.54,0.06
1904,9,-0.732735364,0.323333333,3.393333333,19.32333333,11.3583333315,95.89993335,-0.01,0.06,-1.742,-0.572,0.17,0.01,-0.12
